source	name	fraction	f_weighted	bp_match	lineage
Bacteria/Archaea	Microbacterium caowuchunii	1.681216e-03	0.0016812156482379566	26000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium caowuchunii
Bacteria/Archaea	Bifidobacterium leopoldii	1.681216e-03	0.0016812156482379566	26000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium leopoldii
Bacteria/Archaea	Rhodococcus_F triatomae	1.681216e-03	0.0016812156482379566	26000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_F;s__Rhodococcus_F triatomae
Bacteria/Archaea	Aliarcobacter suis	1.616554e-03	0.0016165535079211122	25000	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter suis
Bacteria/Archaea	Microbacterium aurum	1.616554e-03	0.0016165535079211122	25000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium aurum
Bacteria/Archaea	Streptococcus ruminantium	1.616554e-03	0.0016165535079211122	25000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus ruminantium
Bacteria/Archaea	Acinetobacter indicus	1.616554e-03	0.0016165535079211122	25000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter indicus
Bacteria/Archaea	Ligilactobacillus ruminis	1.616554e-03	0.0016165535079211122	25000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus ruminis
Bacteria/Archaea	Blautia argi	1.551891e-03	0.0015518913676042677	24000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia argi
Bacteria/Archaea	Pectobacterium brasiliense	1.551891e-03	0.0015518913676042677	24000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium brasiliense
Bacteria/Archaea	Pseudomonas_E lini	1.422567e-03	0.0014225670869705788	22000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E lini
Bacteria/Archaea	Xylophilus rhododendri	1.357905e-03	0.0013579049466537342	21000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Xylophilus;s__Xylophilus rhododendri
Bacteria/Archaea	Pseudomonas_E veronii	1.357905e-03	0.0013579049466537342	21000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E veronii
Bacteria/Archaea	Microcella alkaliphila	1.357905e-03	0.0013579049466537342	21000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microcella;s__Microcella alkaliphila
Bacteria/Archaea	Lactiplantibacillus pentosus	1.293243e-03	0.0012932428063368898	20000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus pentosus
Bacteria/Archaea	Brachybacterium huguangmaarense	1.293243e-03	0.0012932428063368898	20000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium huguangmaarense
Bacteria/Archaea	Comamonas odontotermitis_A	1.293243e-03	0.0012932428063368898	20000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas odontotermitis_A
Bacteria/Archaea	Pseudomonas_E sichuanensis	1.293243e-03	0.0012932428063368898	20000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sichuanensis
Bacteria/Archaea	Advenella mimigardefordensis	1.293243e-03	0.0012932428063368898	20000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Advenella;s__Advenella mimigardefordensis
Bacteria/Archaea	Pseudomonas_E paracarnis	1.293243e-03	0.0012932428063368898	20000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E paracarnis
Bacteria/Archaea	Actinosynnema pretiosum	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinosynnema;s__Actinosynnema pretiosum
Bacteria/Archaea	Ligilactobacillus salivarius	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius
Bacteria/Archaea	Flavobacterium indicum	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium indicum
Bacteria/Archaea	Aquisphaera giovannonii	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Aquisphaera;s__Aquisphaera giovannonii
Bacteria/Archaea	Lacrimispora xylanisolvens	1.228581e-03	0.0012285806660200453	19000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora xylanisolvens
Bacteria/Archaea	Aeromonas rivipollensis	1.163919e-03	0.0011639185257032007	18000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivipollensis
Bacteria/Archaea	Weizmannia coagulans	1.163919e-03	0.0011639185257032007	18000	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Weizmannia;s__Weizmannia coagulans
Bacteria/Archaea	Mesorhizobium loti_A	1.099256e-03	0.0010992563853863564	17000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium loti_A
Bacteria/Archaea	Anaerocolumna cellulosilytica	1.099256e-03	0.0010992563853863564	17000	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna cellulosilytica
Bacteria/Archaea	Pseudoxanthomonas suwonensis_C	1.099256e-03	0.0010992563853863564	17000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonas suwonensis_C
Bacteria/Archaea	Pseudocitrobacter faecalis	1.099256e-03	0.0010992563853863564	17000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudocitrobacter;s__Pseudocitrobacter faecalis
Bacteria/Archaea	Sphingomonas radiodurans	1.099256e-03	0.0010992563853863564	17000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas radiodurans
Bacteria/Archaea	Pseudomonas_E mandelii	1.099256e-03	0.0010992563853863564	17000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E mandelii
Bacteria/Archaea	Geomonas bremensis	1.099256e-03	0.0010992563853863564	17000	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas bremensis
Bacteria/Archaea	Lysobacter enzymogenes_D	1.034594e-03	0.0010345942450695118	16000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter enzymogenes_D
Bacteria/Archaea	Kingella_C negevensis	1.034594e-03	0.0010345942450695118	16000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_C;s__Kingella_C negevensis
Bacteria/Archaea	Ottowia oryzae	1.034594e-03	0.0010345942450695118	16000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia oryzae
Bacteria/Archaea	Microbacterium resistens	1.034594e-03	0.0010345942450695118	16000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium resistens
Bacteria/Archaea	Corynebacterium terpenotabidum	9.699321e-04	0.0009699321047526673	15000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium terpenotabidum
Bacteria/Archaea	Denitrobacterium detoxificans	9.699321e-04	0.0009699321047526673	15000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Denitrobacterium;s__Denitrobacterium detoxificans
Bacteria/Archaea	Microvirga ossetica	9.699321e-04	0.0009699321047526673	15000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__Microvirga ossetica
Bacteria/Archaea	Streptomyces seoulensis	9.699321e-04	0.0009699321047526673	15000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces seoulensis
Bacteria/Archaea	Acidovorax temperans	9.699321e-04	0.0009699321047526673	15000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax temperans
Bacteria/Archaea	Stutzerimonas xanthomarina	9.052700e-04	0.0009052699644358229	14000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas xanthomarina
Bacteria/Archaea	Paracoccus alcaliphilus	9.052700e-04	0.0009052699644358229	14000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus alcaliphilus
Bacteria/Archaea	Actinosynnema syringae	9.052700e-04	0.0009052699644358229	14000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinosynnema;s__Actinosynnema syringae
Bacteria/Archaea	Tardibacter chloracetimidivorans	9.052700e-04	0.0009052699644358229	14000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tardibacter;s__Tardibacter chloracetimidivorans
Bacteria/Archaea	Citrobacter werkmanii	9.052700e-04	0.0009052699644358229	14000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter werkmanii
Bacteria/Archaea	Acinetobacter chinensis	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter chinensis
Bacteria/Archaea	Xanthomonas_A rydalmerensis	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_A;s__Xanthomonas_A rydalmerensis
Bacteria/Archaea	Paludibacterium yongneupense	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__Paludibacterium yongneupense
Bacteria/Archaea	Frigidibacter mobilis	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Frigidibacter;s__Frigidibacter mobilis
Bacteria/Archaea	Mycobacterium phocaicum	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium phocaicum
Bacteria/Archaea	Flavobacterium covae	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium covae
Bacteria/Archaea	Mixta calida	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Mixta;s__Mixta calida
Bacteria/Archaea	Sphingomonas panacis	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas panacis
Bacteria/Archaea	Methylophilus methylotrophus	8.406078e-04	0.0008406078241189783	13000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilus;s__Methylophilus methylotrophus
Bacteria/Archaea	Acidipropionibacterium acidipropionici	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Acidipropionibacterium;s__Acidipropionibacterium acidipropionici
Bacteria/Archaea	Thiomonas intermedia	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__Thiomonas intermedia
Bacteria/Archaea	Streptococcus sanguinis_E	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_E
Bacteria/Archaea	Pseudomonas_E guguanensis	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E guguanensis
Bacteria/Archaea	Acinetobacter defluvii	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter defluvii
Bacteria/Archaea	Shinella sumterensis	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella;s__Shinella sumterensis
Bacteria/Archaea	Mycobacterium vaccae	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium vaccae
Bacteria/Archaea	Sulfuricaulis limicola	7.759457e-04	0.0007759456838021338	12000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__Sulfuricaulis;s__Sulfuricaulis limicola
Bacteria/Archaea	Selenomonas_A ruminantium_C	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_A;s__Selenomonas_A ruminantium_C
Bacteria/Archaea	Specibacter alpinus_A	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Specibacter;s__Specibacter alpinus_A
Bacteria/Archaea	Yoonia vestfoldensis	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis
Bacteria/Archaea	Deinococcus ficus	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus ficus
Bacteria/Archaea	Sterolibacterium denitrificans	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sterolibacterium;s__Sterolibacterium denitrificans
Bacteria/Archaea	Microbacterium aurantiacum	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium aurantiacum
Bacteria/Archaea	Slackia heliotrinireducens	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia heliotrinireducens
Bacteria/Archaea	Micrococcus lylae	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus lylae
Bacteria/Archaea	Aequoribacter fuscus	7.112835e-04	0.0007112835434852894	11000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Aequoribacter;s__Aequoribacter fuscus
Viruses	uncultured virus	7.054325e-04	0.0007054324684071591	11050	Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;unclassified Viruses family;unclassified Viruses genus;uncultured virus
Bacteria/Archaea	Rothia sp916715725	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia sp916715725
Bacteria/Archaea	Sinomonas atrocyanea	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Sinomonas;s__Sinomonas atrocyanea
Bacteria/Archaea	Occultella kanbiaonis	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae;g__Occultella;s__Occultella kanbiaonis
Bacteria/Archaea	Acetobacter orientalis	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter orientalis
Bacteria/Archaea	Stenotrophomonas maltophilia_Z	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_Z
Bacteria/Archaea	Acinetobacter venetianus	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter venetianus
Bacteria/Archaea	Corynebacterium halotolerans	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium halotolerans
Bacteria/Archaea	Serinicoccus marinus	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Serinicoccus;s__Serinicoccus marinus
Bacteria/Archaea	Aliarcobacter acticola	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter acticola
Bacteria/Archaea	Paracoccus liaowanqingii	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus liaowanqingii
Bacteria/Archaea	Acinetobacter stercoris	6.466214e-04	0.0006466214031684449	10000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter stercoris
Bacteria/Archaea	Microbacterium paludicola	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paludicola
Bacteria/Archaea	Microlunatus phosphovorus	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__Microlunatus phosphovorus
Bacteria/Archaea	Vescimonas fastidiosa	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas fastidiosa
Bacteria/Archaea	Hominimerdicola sp934435205	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp934435205
Bacteria/Archaea	Sphingomonas aerolata	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas aerolata
Bacteria/Archaea	Caproicibacter fermentans	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacter;s__Caproicibacter fermentans
Bacteria/Archaea	Pseudomonas_E kielensis	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E kielensis
Bacteria/Archaea	Kocuria turfanensis	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria turfanensis
Bacteria/Archaea	Mycobacterium rhodesiae	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium rhodesiae
Bacteria/Archaea	Limosilactobacillus sp039955095	5.819593e-04	0.0005819592628516004	9000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus sp039955095
Bacteria/Archaea	Microbacterium sp030407765	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp030407765
Bacteria/Archaea	Phaeobacter piscinae	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter piscinae
Bacteria/Archaea	Xanthomonas_A theicola	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_A;s__Xanthomonas_A theicola
Bacteria/Archaea	Agromyces protaetiae	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces;s__Agromyces protaetiae
Bacteria/Archaea	Glaesserella parasuis	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Glaesserella;s__Glaesserella parasuis
Bacteria/Archaea	Veillonella nakazawae	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella nakazawae
Bacteria/Archaea	Thiothrix litoralis	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix litoralis
Bacteria/Archaea	Pseudomonas_E tolaasii	5.172971e-04	0.0005172971225347559	8000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E tolaasii
Viruses	Salmonella phage S.Kent 1-2-1	5.043363e-04	0.0005043363348793264	7900	Viruses;unclassified Viruses phylum;unclassified Viruses class;unclassified Viruses order;unclassified Viruses family;unclassified Viruses genus;Salmonella phage S.Kent 1-2-1
Bacteria/Archaea	Pseudolysobacter antarcticus	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Pseudolysobacter;s__Pseudolysobacter antarcticus
Bacteria/Archaea	Streptococcus suis_AI	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis_AI
Bacteria/Archaea	Leucobacter denitrificans	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter denitrificans
Bacteria/Archaea	Pseudomonas_E oleovorans	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E oleovorans
Bacteria/Archaea	Megasphaera massiliensis	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis
Bacteria/Archaea	Fannyhessea vaginae	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Fannyhessea;s__Fannyhessea vaginae
Bacteria/Archaea	Xanthomonas hortorum_B	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas hortorum_B
Bacteria/Archaea	Pseudomonas citronellolis	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas citronellolis
Bacteria/Archaea	Novilysobacter luteus	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Novilysobacter;s__Novilysobacter luteus
Bacteria/Archaea	Thiomonas arsenitoxydans	4.526350e-04	0.00045263498221791143	7000	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Thiomonas;s__Thiomonas arsenitoxydans
